"Person" "Measure" "WALKING" "WALKING_UPSTAIRS" "WALKING_DOWNSTAIRS" "SITTING" "STANDING" "LAYING"
"17" "tBodyAcc-mean()-X" "0.272341855245902" "0.252604768583333" "0.29391828326087" "0.2773570196875" "0.277942503333333" "0.269780085577465"
"18" "tBodyAcc-mean()-X" "0.273887758571429" "0.265401201896552" "0.288439468909091" "0.27727001877193" "0.278458805890411" "0.274691576923077"
"19" "tBodyAcc-mean()-X" "0.273931172307692" "0.242118808925" "0.262688053871795" "0.273830316164384" "0.27817226" "0.272653733493976"
"20" "tBodyAcc-mean()-X" "0.272589336470588" "0.252098317156863" "0.296144421355556" "0.278045439090909" "0.278076904657534" "0.239507882205882"
"21" "tBodyAcc-mean()-X" "0.279183526730769" "0.265194544680851" "0.3014610196" "0.277539616823529" "0.27695224258427" "0.271325472455556"
"22" "tBodyAcc-mean()-X" "0.27886459" "0.248391534566667" "0.284458963861111" "0.273583822709677" "0.279053861587302" "0.279959721194444"
"23" "tBodyAcc-mean()-X" "0.273211884237288" "0.249995171031373" "0.289897411148148" "0.273351251617647" "0.277899323235294" "0.274038007986111"
"24" "tBodyAcc-mean()-X" "0.276980816034483" "0.269881106779661" "0.288631208909091" "0.273475690147059" "0.280348883913043" "0.272850494930556"
"25" "tBodyAcc-mean()-X" "0.278992759054054" "0.277995411384615" "0.291329666206897" "0.278541482461538" "0.278013701621622" "0.250791828613699"
"26" "tBodyAcc-mean()-X" "0.279264443728814" "0.272691394545455" "0.2792845828" "0.258243530166667" "0.281127035405405" "0.271645864540789"
"27" "tBodyAcc-mean()-X" "0.276849485438596" "0.265770253921569" "0.2975441875" "0.273941302571429" "0.279566921625" "0.274102492432432"
"28" "tBodyAcc-mean()-X" "0.281228223888889" "0.262005841764706" "0.293642076521739" "0.276977629444444" "0.277795069113924" "0.2759134825"
"29" "tBodyAcc-mean()-X" "0.271999916792453" "0.265423066877551" "0.293140441083333" "0.2771799775" "0.277965065846154" "0.287295196811594"
"30" "tBodyAcc-mean()-X" "0.276406758" "0.271415642261538" "0.283190646967742" "0.268336081379032" "0.277112699152542" "0.281033900571429"
"1" "tBodyAcc-mean()-Y" "-0.0173838185273684" "-0.0239531492643396" "-0.00991850461020408" "-0.00130828765170213" "-0.0160576558557692" "-0.0405139534294"
"2" "tBodyAcc-mean()-Y" "-0.0185949199145763" "-0.0214121132045833" "-0.0226614158361702" "-0.0156879937282609" "-0.0183290458283019" "-0.0181587397583333"
"3" "tBodyAcc-mean()-Y" "-0.0171767844203448" "-0.0324109410555932" "-0.0193554079328571" "-0.00350299841730769" "-0.0143376555065574" "-0.0189556785048387"
"4" "tBodyAcc-mean()-Y" "-0.0148399475341667" "-0.0319804295729615" "-0.00980200850666667" "-0.007163065158" "-0.00948911098553571" "-0.0150031841055556"
"5" "tBodyAcc-mean()-Y" "-0.0172850317482679" "-0.0325269755153191" "-0.00850107533191489" "-0.00990083527045455" "-0.00700418554517857" "-0.0183042123269231"
"6" "tBodyAcc-mean()-Y" "-0.0168954189082456" "-0.0272425385070588" "-0.019536840063125" "-0.0145911615290909" "-0.0181236327175439" "-0.0102529170561404"
"7" "tBodyAcc-mean()-Y" "-0.018653665345614" "-0.0275639005607843" "-0.0166332372978723" "-0.01461097580375" "-0.0145740341037736" "-0.0204411516884615"
"8" "tBodyAcc-mean()-Y" "-0.0186628865310417" "-0.0282415136341463" "-0.0211058674973684" "-0.00672550621304348" "-0.0148113067148148" "-0.0212281733881481"
"9" "tBodyAcc-mean()-Y" "-0.0180891971284423" "-0.0195101099975714" "-0.0203994269075476" "-0.02701677698" "-0.0200454954022222" "-0.020526821662"
"10" "tBodyAcc-mean()-Y" "-0.017022351190566" "-0.0143854920340426" "-0.0200050770710526" "-0.015042681852037" "-0.0155418603409091" "-0.024294484137931"
"11" "tBodyAcc-mean()-Y" "-0.0166475833623729" "-0.0303157822055556" "-0.0178097721219565" "-0.0149195616754717" "-0.0171990886595745" "-0.0176598052315789"
"12" "tBodyAcc-mean()-Y" "-0.015560927606" "-0.0263574903403846" "-0.018084266865793" "-0.0157892988523529" "-0.0169002543196721" "-0.0175203917146667"
"13" "tBodyAcc-mean()-Y" "-0.0185660651947368" "-0.0277392253910909" "-0.0143723839108511" "-0.00587732936326531" "-0.0167891993964912" "-0.020440454366129"
"14" "tBodyAcc-mean()-Y" "-0.0217785380966102" "-0.0204388180024074" "-0.0200141413657778" "-0.00870565463888889" "-0.01520781344" "-0.0113424652490196"
"15" "tBodyAcc-mean()-Y" "-0.0170809740090741" "-0.0287523860708333" "-0.00563047804309524" "-0.0117188472271186" "-0.0183516360396226" "-0.0166296542054167"
"16" "tBodyAcc-mean()-Y" "-0.0204286929452941" "-0.0143654945011765" "-0.0183898583787234" "-0.0102497939956522" "-0.0165999672935897" "-0.0166103510562857"
"17" "tBodyAcc-mean()-Y" "-0.0184875403339344" "-0.0228645614308333" "-0.0167359404347826" "-0.014156274084375" "-0.0174120064169231" "-0.0168462006729577"
"18" "tBodyAcc-mean()-Y" "-0.0178023631866071" "-0.0222060684378914" "-0.0168666920221818" "-0.0128691279736842" "-0.0166353518150685" "-0.0173937684615385"
"19" "tBodyAcc-mean()-Y" "-0.0191773587903846" "-0.0303986615775" "-0.0145942275069487" "-0.016739260030137" "-0.0154244056945205" "-0.0171426864421687"
"20" "tBodyAcc-mean()-Y" "-0.021199992245098" "-0.0282258047588235" "-0.00964120773155556" "-0.0147229305131818" "-0.0180695049161644" "-0.0144406281132353"
"21" "tBodyAcc-mean()-Y" "-0.0181610317526923" "-0.0237218695148936" "-0.0173195390157778" "-0.0144009705494118" "-0.0167084730205618" "-0.0184233048415556"
"22" "tBodyAcc-mean()-Y" "-0.0167213607957174" "-0.0268622561133333" "-0.0197999371686389" "-0.0123468446419355" "-0.0158563207496825" "-0.0142629864502778"
"23" "tBodyAcc-mean()-Y" "-0.0183618711932203" "-0.0323844029237255" "-0.0162111457238889" "-0.0133945015676471" "-0.0177475547867647" "-0.0216553835833333"
"24" "tBodyAcc-mean()-Y" "-0.0225446400534483" "-0.0251979434569492" "-0.0145730348310909" "-0.0131255097938235" "-0.0144785340348986" "-0.0173555210111111"
"25" "tBodyAcc-mean()-Y" "-0.0186477624716216" "-0.0269863524264615" "-0.0210170522987931" "-0.0147696808030769" "-0.0163569730274324" "-0.0188943663671233"
"26" "tBodyAcc-mean()-Y" "-0.0154259586949153" "-0.0281633797398182" "-0.01262580966778" "-0.00713364541358974" "-0.0166608306652703" "-0.0191895728026316"
"27" "tBodyAcc-mean()-Y" "-0.0166478783221912" "-0.0200953324078431" "-0.0135564467159091" "-0.0155269799285714" "-0.016593236445" "-0.0179867611216216"
"28" "tBodyAcc-mean()-Y" "-0.0156759722981481" "-0.0279443943478431" "-0.0220230465913043" "-0.0185404441258333" "-0.0172635124672152" "-0.0167537858225"
"29" "tBodyAcc-mean()-Y" "-0.0162915600588679" "-0.0299465312326531" "-0.01494121505625" "-0.016630680375" "-0.0172605869061538" "-0.0171965484202899"
"30" "tBodyAcc-mean()-Y" "-0.0175880385730769" "-0.0253311698786154" "-0.0174383900204839" "-0.00804731295322581" "-0.0170163887813559" "-0.0194494098614286"
"1" "tBodyAcc-mean()-Z" "-0.111148103547368" "-0.0973020020943396" "-0.107566190908163" "-0.104544182255319" "-0.110172907692308" "-0.11320355358"
"2" "tBodyAcc-mean()-Z" "-0.105500357966102" "-0.152513899520833" "-0.116812942382979" "-0.109218272456522" "-0.107630324245283" "-0.107245610416667"
"3" "tBodyAcc-mean()-Z" "-0.112674859827586" "-0.110064863437288" "-0.116139842908163" "-0.0983579203269231" "-0.101621722633148" "-0.101300477506452"
"4" "tBodyAcc-mean()-Z" "-0.11140306485" "-0.114219455519231" "-0.1067775246" "-0.10587459588" "-0.0961574905535714" "-0.110688150314815"
"5" "tBodyAcc-mean()-Z" "-0.107741776464286" "-0.107471453914894" "-0.100319930659574" "-0.108540300265909" "-0.102171095696429" "-0.107937603673077"
"6" "tBodyAcc-mean()-Z" "-0.110303165877193" "-0.122082438784314" "-0.107209356208333" "-0.110127728709091" "-0.112172831947368" "-0.133119570368421"
"7" "tBodyAcc-mean()-Z" "-0.110912234947368" "-0.143769688803922" "-0.096938308587234" "-0.122464597625" "-0.0997778303207547" "-0.101361036576923"
"8" "tBodyAcc-mean()-Z" "-0.107252090833333" "-0.11512211995122" "-0.107598135394737" "-0.104461049130435" "-0.106114996837037" "-0.102245365611111"
"9" "tBodyAcc-mean()-Z" "-0.110820512307692" "-0.125219003959184" "-0.0910278793952381" "-0.07537846886" "-0.0952747481333333" "-0.10754972144"
"10" "tBodyAcc-mean()-Z" "-0.109057512132075" "-0.118180420834043" "-0.110848597247368" "-0.104253238796296" "-0.107964083931818" "-0.117168642362069"
"11" "tBodyAcc-mean()-Z" "-0.106096304033898" "-0.106797216481481" "-0.111070149978261" "-0.112840218339623" "-0.108686630425532" "-0.108786578070175"
"12" "tBodyAcc-mean()-Z" "-0.10316110632" "-0.107339730115385" "-0.10955593226087" "-0.106307228960784" "-0.105526999754098" "-0.108160125666667"
"13" "tBodyAcc-mean()-Z" "-0.111431456192982" "-0.125767265890909" "-0.101993941531915" "-0.0972465110836735" "-0.112124137754386" "-0.104331864532258"
"14" "tBodyAcc-mean()-Z" "-0.106756369135593" "-0.112279688983333" "-0.0928330165533333" "-0.100401490425926" "-0.103817701790667" "-0.0868333315509804"
"15" "tBodyAcc-mean()-Z" "-0.107621819518519" "-0.116952464895833" "-0.110526066428571" "-0.11366125320339" "-0.105910832679245" "-0.118530240291667"
"16" "tBodyAcc-mean()-Z" "-0.108804049803922" "-0.124074517745098" "-0.119873705148936" "-0.0891404038405797" "-0.103657729076923" "-0.107310493242857"
"17" "tBodyAcc-mean()-Z" "-0.109792122032787" "-0.121290442104167" "-0.0892432745173913" "-0.11362408509375" "-0.111432145565" "-0.107006279704225"
"18" "tBodyAcc-mean()-Z" "-0.104218315464286" "-0.112655891327586" "-0.1033908092" "-0.111904775824561" "-0.108453355945205" "-0.107698927907692"
"19" "tBodyAcc-mean()-Z" "-0.122736673192308" "-0.151054607725" "-0.133695240660974" "-0.10870765430137" "-0.10904190460274" "-0.10898146186747"
"20" "tBodyAcc-mean()-Z" "-0.113539477098039" "-0.121023947784314" "-0.104602925937778" "-0.108369634515152" "-0.100402759931507" "-0.104274322538235"
"21" "tBodyAcc-mean()-Z" "-0.104319332403846" "-0.125414265340426" "-0.09816866218" "-0.112057887741176" "-0.110417855808989" "-0.103253832233333"
"22" "tBodyAcc-mean()-Z" "-0.107112510934783" "-0.117550861738095" "-0.1074157796" "-0.105827369516129" "-0.104967423820635" "-0.110800924652778"
"23" "tBodyAcc-mean()-Z" "-0.113382994084746" "-0.126890616782353" "-0.0988123712574074" "-0.103808679294118" "-0.1105970177575" "-0.104256776291667"
"24" "tBodyAcc-mean()-Z" "-0.110595952913793" "-0.114248610966102" "-0.104818820272727" "-0.103041061426471" "-0.108222553855072" "-0.107236237236111"
"25" "tBodyAcc-mean()-Z" "-0.108737636297297" "-0.126210440292308" "-0.107192376965517" "-0.109160440476923" "-0.107352957594595" "-0.100428830260274"
"26" "tBodyAcc-mean()-Z" "-0.108927011474576" "-0.121943461236364" "-0.1064396194" "-0.0974448692333333" "-0.110237796416216" "-0.105002540289474"
"27" "tBodyAcc-mean()-Z" "-0.112822289263158" "-0.123530438196078" "-0.112837694688636" "-0.105521912588571" "-0.107835818025" "-0.107699732837838"
"28" "tBodyAcc-mean()-Z" "-0.103714705396296" "-0.121514025692157" "-0.10858897408913" "-0.111517939555556" "-0.106579385202532" "-0.1083448529625"
"29" "tBodyAcc-mean()-Z" "-0.106632427301887" "-0.118000587840816" "-0.0981339984895833" "-0.1104118192" "-0.108659067476923" "-0.109462068173913"
"30" "tBodyAcc-mean()-Z" "-0.0986247068969231" "-0.124697493775385" "-0.0999781422322581" "-0.099515446133871" "-0.108756209835593" "-0.1036581505"
"1" "tBodyAcc-std()-X" "-0.283740258842105" "-0.35470802509434" "0.0300353383483878" "-0.977229008297872" "-0.995769157307692" "-0.9280564692"
"2" "tBodyAcc-std()-X" "-0.423642838474576" "-0.304376406458333" "0.0463666814446808" "-0.986822279565217" "-0.98819392490566" "-0.974059464791667"
"3" "tBodyAcc-std()-X" "-0.360356726034483" "-0.313123437627119" "-0.0574100475102041" "-0.971010120961538" "-0.96674254295082" "-0.982776639193548"
"4" "tBodyAcc-std()-X" "-0.440829971333333" "-0.204933042903846" "0.0111935496222222" "-0.980309931" "-0.97692058" "-0.954193738888889"
"5" "tBodyAcc-std()-X" "-0.294098534232143" "-0.0457237779851064" "0.275046110468085" "-0.980945022045455" "-0.968591815714286" "-0.965934509615385"
"6" "tBodyAcc-std()-X" "-0.296538717368421" "-0.0501350188513725" "0.383681639791667" "-0.980164933636364" "-0.981758159649123" "-0.934049422052632"
"7" "tBodyAcc-std()-X" "-0.327243240701754" "-0.29487297445098" "0.0660815600978723" "-0.972668374583333" "-0.979307570377358" "-0.93651361"
"8" "tBodyAcc-std()-X" "-0.173605736002083" "-0.171712174634146" "0.0241393473736842" "-0.979026152391304" "-0.988815418148148" "-0.94304121537037"
"9" "tBodyAcc-std()-X" "-0.238353562692308" "-0.36144437755102" "0.213392270547619" "-0.9572277914" "-0.975741252444444" "-0.94233309"
"10" "tBodyAcc-std()-X" "-0.178709734396226" "-0.161591924234043" "0.295733547631579" "-0.982901825925926" "-0.978403481818182" "-0.968283685"
"11" "tBodyAcc-std()-X" "-0.422842071864407" "-0.238802959018519" "0.142456557034783" "-0.982796562075472" "-0.994978878723404" "-0.98477733"
"12" "tBodyAcc-std()-X" "-0.128898533096" "-0.290149192307692" "0.0424084916086956" "-0.982568781960784" "-0.981243992459016" "-0.95531868"
"13" "tBodyAcc-std()-X" "-0.346980394210526" "-0.296284597454545" "-0.0681563626617021" "-0.989546275306122" "-0.991020759298246" "-0.968891989354839"
"14" "tBodyAcc-std()-X" "-0.402639098135593" "-0.309396717592593" "0.0178313402266667" "-0.976302248148148" "-0.973268905" "-0.917501887333333"
"15" "tBodyAcc-std()-X" "-0.327961801111111" "-0.0260971840270833" "0.406471051190476" "-0.987084356101695" "-0.988949247358491" "-0.972255551527778"
"16" "tBodyAcc-std()-X" "-0.404692523921569" "-0.397083831568627" "0.207251997929787" "-0.986825605362319" "-0.989076811794872" "-0.973691429428571"
"17" "tBodyAcc-std()-X" "-0.31950017295082" "-0.062952754100625" "0.187719760269565" "-0.9944439053125" "-0.991163919871795" "-0.972960567323944"
"18" "tBodyAcc-std()-X" "-0.37600552125" "-0.380168286724138" "-0.302634565090909" "-0.994347988596491" "-0.992019762739726" "-0.984527649230769"
"19" "tBodyAcc-std()-X" "-0.0489049407963462" "-0.1287420952375" "0.626917070512821" "-0.976357663013699" "-0.989910996849315" "-0.965019579518072"
"20" "tBodyAcc-std()-X" "-0.208342792019608" "-0.116088676011765" "0.0745098785288889" "-0.983081858939394" "-0.967209961232877" "-0.962249114705882"
"21" "tBodyAcc-std()-X" "-0.297814843538462" "-0.240808282276596" "0.224343492244444" "-0.991777287176471" "-0.981419961123596" "-0.955019866222222"
"22" "tBodyAcc-std()-X" "-0.00865921919565217" "0.0835738640921429" "0.348618168333333" "-0.978466823709677" "-0.985000527142857" "-0.947735251944444"
"23" "tBodyAcc-std()-X" "-0.313521773389831" "-0.243887818513725" "0.0441392843425926" "-0.987607636617647" "-0.985421519558824" "-0.956756363194444"
"24" "tBodyAcc-std()-X" "-0.47076236637931" "-0.344399351355932" "-0.08273248054" "-0.990593766617647" "-0.98725587115942" "-0.967984021111111"
"25" "tBodyAcc-std()-X" "-0.596007443513514" "-0.459775646153846" "-0.253756934258621" "-0.991892828615385" "-0.991970126756757" "-0.909116474109589"
"26" "tBodyAcc-std()-X" "-0.340185527559322" "-0.169006952418182" "0.17395384962" "-0.979768987948718" "-0.993069368783784" "-0.969445445263158"
"27" "tBodyAcc-std()-X" "-0.348475560526316" "-0.295439547254902" "0.167407531090909" "-0.988580107714286" "-0.9919515835" "-0.978455153108108"
"28" "tBodyAcc-std()-X" "-0.293003522222222" "-0.242062430294118" "0.125712887943478" "-0.983272806805556" "-0.977748638607595" "-0.9688882955"
"29" "tBodyAcc-std()-X" "-0.174337940226415" "-0.0867715569693878" "0.167383602458333" "-0.9907450195" "-0.996068635384615" "-0.984219555507246"
"30" "tBodyAcc-std()-X" "-0.346394275230769" "-0.350504475230769" "-0.0577703163548387" "-0.983622744193548" "-0.977559426949153" "-0.976362515428571"
"1" "tBodyAcc-std()-Y" "0.114461336747368" "-0.00232026501698113" "-0.0319359434489796" "-0.922618641914894" "-0.972999276538462" "-0.83682740562"
"2" "tBodyAcc-std()-Y" "-0.0780912533118644" "0.108027279889583" "0.262881788951064" "-0.950704499130435" "-0.958007144150943" "-0.98027739875"
"3" "tBodyAcc-std()-Y" "-0.0699140652103448" "0.0116280813372881" "-0.0331503723387755" "-0.856617812115385" "-0.893449307213115" "-0.962057544516129"
"4" "tBodyAcc-std()-Y" "-0.0788267367683333" "-0.0666899105180769" "-0.21859832499" "-0.89022398108" "-0.86159737875" "-0.941714042407407"
"5" "tBodyAcc-std()-Y" "0.0767484028053571" "0.185022459476596" "0.0907630761042553" "-0.904335121022727" "-0.869439913392857" "-0.969295613269231"
"6" "tBodyAcc-std()-Y" "0.164213884996491" "0.189276117327451" "0.360164958768542" "-0.923682131090909" "-0.921493191754386" "-0.924644826385965"
"7" "tBodyAcc-std()-Y" "-0.0772618561052631" "-0.32616002254902" "-0.138179072734043" "-0.909454698541667" "-0.923400921886792" "-0.926262668653846"
"8" "tBodyAcc-std()-Y" "0.380782052708333" "0.348768733170732" "0.343826273105263" "-0.927331997021739" "-0.938479429074074" "-0.93489116"
"9" "tBodyAcc-std()-Y" "-0.201696960826923" "-0.302206203816327" "-0.208310705504762" "-0.875141405" "-0.938635759333333" "-0.9162927764"
"10" "tBodyAcc-std()-Y" "-0.0227431651698113" "-0.00555287692765957" "0.00407915363157895" "-0.917979529962963" "-0.919561843409091" "-0.946454302068966"
"11" "tBodyAcc-std()-Y" "-0.0522120750440678" "-0.103167501868519" "0.0708122725543478" "-0.921402118113208" "-0.964173331702128" "-0.972196873859649"
"12" "tBodyAcc-std()-Y" "-0.122783290008" "-0.103818259823077" "0.11083534373913" "-0.92858124" "-0.923140254098361" "-0.949072009333333"
"13" "tBodyAcc-std()-Y" "0.141866689392982" "0.104470773801818" "-0.03212524665" "-0.938967741632653" "-0.949422439473684" "-0.950947949516129"
"14" "tBodyAcc-std()-Y" "-0.0536126686650847" "0.307195533" "0.378870491755556" "-0.914935703907407" "-0.928525725333333" "-0.909697040980392"
"15" "tBodyAcc-std()-Y" "0.138912923691296" "-0.00406536043541667" "0.186532377428571" "-0.922407162881356" "-0.931900148301887" "-0.962759422361111"
"16" "tBodyAcc-std()-Y" "-0.314569762352941" "-0.163732745078431" "-0.146993837655319" "-0.951607872463768" "-0.960298267692308" "-0.943061150285714"
"17" "tBodyAcc-std()-Y" "-0.0175797885542623" "-0.0131721014395833" "-0.0607892037384783" "-0.96185862984375" "-0.968176663717949" "-0.944792875211268"
"18" "tBodyAcc-std()-Y" "-0.227005874892857" "-0.211155120224138" "-0.254214045818182" "-0.974928131052632" "-0.95422343630137" "-0.986160920923077"
"19" "tBodyAcc-std()-Y" "0.181801561185577" "0.176349922525" "0.514816445641026" "-0.950388943972603" "-0.944430270684931" "-0.973449968554217"
"20" "tBodyAcc-std()-Y" "0.489771808627451" "0.15219632835098" "0.616937015333333" "-0.93612270469697" "-0.87541041109589" "-0.964098180294118"
"21" "tBodyAcc-std()-Y" "0.0540880509209615" "0.109787469104255" "0.301336399711111" "-0.966877560941176" "-0.943601625393258" "-0.956959422222222"
"22" "tBodyAcc-std()-Y" "0.100384246321739" "0.250067523738095" "0.239812250944444" "-0.928059133795645" "-0.922693288412698" "-0.913276301666667"
"23" "tBodyAcc-std()-Y" "-0.119020586510678" "0.0448435785868627" "0.10825903416963" "-0.934933559264706" "-0.9584444925" "-0.976309827361111"
"24" "tBodyAcc-std()-Y" "-0.154127498163793" "-0.116804488966102" "-0.102607326783636" "-0.956255962058824" "-0.936871974347826" "-0.983126461944444"
"25" "tBodyAcc-std()-Y" "-0.161852411581081" "-0.223086808769231" "-0.14054060387069" "-0.947457617061538" "-0.954569225945946" "-0.691770680561644"
"26" "tBodyAcc-std()-Y" "-0.136351391645763" "-0.0491726302763636" "-0.011629910112" "-0.94079896551282" "-0.949466155405405" "-0.983231351842105"
"27" "tBodyAcc-std()-Y" "-0.187301214964912" "-0.0950104077" "-0.0979710029522727" "-0.971579125714286" "-0.955171419" "-0.983736043783784"
"28" "tBodyAcc-std()-Y" "-0.117886186425926" "-0.146753877035294" "0.156496646504348" "-0.939905244861111" "-0.875689216835443" "-0.945386780375"
"29" "tBodyAcc-std()-Y" "-0.0917540612869811" "-0.122128287642857" "-0.12246346700625" "-0.963222497833333" "-0.969295721076923" "-0.990240946666667"
"30" "tBodyAcc-std()-Y" "-0.173550021692308" "-0.127311157607692" "-0.0272628077709677" "-0.937857000806452" "-0.891654527118644" "-0.954201823857143"
"1" "tBodyAcc-std()-Z" "-0.260027902210526" "-0.0194792388471698" "-0.230434213204082" "-0.93958629106383" "-0.981049904423077" "-0.826061401628"
"2" "tBodyAcc-std()-Z" "-0.425257524915254" "-0.112121021220833" "-0.10283790806383" "-0.95982817173913" "-0.955063710566038" "-0.984233296875"
"3" "tBodyAcc-std()-Z" "-0.387411994310345" "-0.369754604067797" "-0.362240245489796" "-0.875110175384615" "-0.911419015081967" "-0.96369103483871"
"4" "tBodyAcc-std()-Z" "-0.586252806833333" "-0.372137777692308" "-0.479185977111111" "-0.9322030066" "-0.896880538392857" "-0.962667314814815"
"5" "tBodyAcc-std()-Z" "-0.45702143625" "-0.308938978787234" "-0.325891435319149" "-0.926094740227273" "-0.869327321785714" "-0.968562516346154"
"6" "tBodyAcc-std()-Z" "-0.504324207192982" "-0.353519514896078" "-0.320204232520417" "-0.925797097090909" "-0.925692371929825" "-0.925216100350877"
"7" "tBodyAcc-std()-Z" "0.159631283261403" "-0.145665025639216" "-0.0636402447755319" "-0.8565329414375" "-0.917064168490566" "-0.952978365961539"
"8" "tBodyAcc-std()-Z" "-0.1420885318125" "0.121187278790244" "0.1337170395" "-0.939553030217391" "-0.926065255185185" "-0.932491454407407"
"9" "tBodyAcc-std()-Z" "-0.0579636469030769" "-0.253434083542857" "-0.00771530035714285" "-0.83200187268" "-0.919295805777778" "-0.9407072854"
"10" "tBodyAcc-std()-Z" "-0.395645072075472" "-0.0738744931340426" "-0.183557562032895" "-0.967826981666667" "-0.941271440454545" "-0.95947148637931"
"11" "tBodyAcc-std()-Z" "-0.530626311355932" "-0.203369399185185" "-0.324026938043478" "-0.968370181886792" "-0.986382712765957" "-0.971311176842105"
"12" "tBodyAcc-std()-Z" "-0.4106060626" "-0.436697425576923" "-0.425017413478261" "-0.939661889019608" "-0.920684800114754" "-0.9483338435"
"13" "tBodyAcc-std()-Z" "-0.220503537026316" "-0.217210568085455" "-0.158333146191489" "-0.938641215510204" "-0.967538031754386" "-0.950392995483871"
"14" "tBodyAcc-std()-Z" "0.0518841040022034" "0.609017879074074" "0.451576075111111" "-0.922774835740741" "-0.9222763115" "-0.900331921686275"
"15" "tBodyAcc-std()-Z" "-0.518932634814815" "-0.379717488104167" "-0.281982181666667" "-0.949338025084746" "-0.951670257924528" "-0.929586835277778"
"16" "tBodyAcc-std()-Z" "-0.159799790235294" "-0.129283825721569" "0.0114353944787234" "-0.939672247101449" "-0.953468961666667" "-0.965490276285714"
"17" "tBodyAcc-std()-Z" "-0.265824489180328" "-0.230220954239583" "-0.231064156615217" "-0.96572919578125" "-0.970462679230769" "-0.953476700140845"
"18" "tBodyAcc-std()-Z" "-0.428348061071429" "-0.31437339137931" "-0.418610127454545" "-0.977572717017544" "-0.961873909178082" "-0.987658662307692"
"19" "tBodyAcc-std()-Z" "-0.13947794235" "-0.1904685504575" "0.049322451025641" "-0.951929615068493" "-0.952599653972603" "-0.984672837228916"
"20" "tBodyAcc-std()-Z" "-0.228734217372549" "-0.229249455098039" "-0.160938536488889" "-0.929106396818182" "-0.913142481643836" "-0.972571998382353"
"21" "tBodyAcc-std()-Z" "-0.16868872575" "-0.219707928574468" "-0.0717893558666667" "-0.959567861764706" "-0.946123407078652" "-0.945653787777778"
"22" "tBodyAcc-std()-Z" "-0.213351968804348" "-0.109613216345238" "-0.325722718055556" "-0.917564853870968" "-0.942201655238095" "-0.942945807916667"
"23" "tBodyAcc-std()-Z" "0.164220685383051" "0.10080118935098" "0.229898742944444" "-0.905584390323529" "-0.929409745147059" "-0.973223495416667"
"24" "tBodyAcc-std()-Z" "-0.288840016206897" "-0.255601012881356" "-0.205566380745455" "-0.957056111470588" "-0.930283530144928" "-0.973566958888889"
"25" "tBodyAcc-std()-Z" "-0.437133403243243" "-0.296523975076923" "-0.457972381896552" "-0.965139552153846" "-0.964642688108108" "-0.717262004013699"
"26" "tBodyAcc-std()-Z" "-0.333486502542373" "-0.404596936545455" "-0.284807676" "-0.950004414102564" "-0.962988401351351" "-0.984500013157895"
